,offer_id,age,income,M,F,O,send_offer
1033,9,75,69000,0,1,0,0
1034,10,75,69000,0,1,0,1
1036,1,76,71000,0,1,0,1
1037,4,76,71000,0,1,0,0
1038,7,76,71000,0,1,0,1
1039,9,76,71000,0,1,0,0
1041,4,89,59000,0,1,0,1
1042,6,89,59000,0,1,0,1
1043,8,89,59000,0,1,0,0
1045,1,58,70000,1,0,0,0
1046,2,58,70000,1,0,0,0
1047,5,58,70000,1,0,0,0
1048,7,58,70000,1,0,0,1
1049,9,58,70000,1,0,0,0
1051,1,23,49000,1,0,0,1
1052,3,23,49000,1,0,0,0
1053,6,23,49000,1,0,0,1
1054,7,23,49000,1,0,0,1
1055,8,23,49000,1,0,0,0
1057,4,58,53000,1,0,0,1
1058,5,58,53000,1,0,0,0
1059,6,58,53000,1,0,0,1
1060,7,58,53000,1,0,0,1
1061,8,58,53000,1,0,0,0
1063,4,64,95000,0,1,0,0
1064,6,64,95000,0,1,0,0
1065,9,64,95000,0,1,0,0
1067,1,72,39000,1,0,0,1
1068,4,72,39000,1,0,0,0
1069,8,72,39000,1,0,0,0
1070,9,72,39000,1,0,0,1
1072,2,66,72000,0,1,0,1
1073,7,66,72000,0,1,0,1
1075,1,49,68000,0,1,0,0
1076,5,49,68000,0,1,0,0
1077,9,49,68000,0,1,0,0
1078,10,49,68000,0,1,0,0
1080,4,43,71000,1,0,0,1
1081,10,43,71000,1,0,0,1
1083,1,58,39000,1,0,0,0
1084,5,58,39000,1,0,0,0
1085,10,58,39000,1,0,0,0
1087,3,43,76000,1,0,0,0
1088,4,43,76000,1,0,0,1
1089,5,43,76000,1,0,0,1
1090,8,43,76000,1,0,0,0
1092,5,56,87000,0,1,0,0
1093,8,56,87000,0,1,0,0
1094,9,56,87000,0,1,0,1
1095,10,56,87000,0,1,0,0
1097,1,69,118000,0,1,0,0
1098,4,69,118000,0,1,0,0
1099,8,69,118000,0,1,0,0
1100,10,69,118000,0,1,0,0
1102,1,60,94000,0,0,1,1
1103,4,60,94000,0,0,1,0
1104,5,60,94000,0,0,1,1
1105,7,60,94000,0,0,1,1
1106,10,60,94000,0,0,1,0
1108,5,81,70000,1,0,0,0
1109,6,81,70000,1,0,0,1
1110,8,81,70000,1,0,0,0
1111,10,81,70000,1,0,0,1
1113,2,42,91000,1,0,0,0
1114,3,42,91000,1,0,0,0
1115,5,42,91000,1,0,0,0
1116,9,42,91000,1,0,0,1
1117,10,42,91000,1,0,0,1
1119,1,75,71000,1,0,0,0
1120,8,75,71000,1,0,0,0
1122,1,62,73000,1,0,0,0
1123,2,62,73000,1,0,0,0
1124,4,62,73000,1,0,0,0
1125,5,62,73000,1,0,0,0
1126,10,62,73000,1,0,0,0
1128,4,55,54000,0,1,0,1
1129,5,55,54000,0,1,0,1
1130,7,55,54000,0,1,0,1
1131,10,55,54000,0,1,0,1
1133,1,65,39000,1,0,0,1
1134,4,65,39000,1,0,0,0
1135,5,65,39000,1,0,0,0
1136,6,65,39000,1,0,0,1
1137,7,65,39000,1,0,0,1
1139,1,52,46000,1,0,0,0
1140,2,52,46000,1,0,0,0
1141,4,52,46000,1,0,0,0
1142,5,52,46000,1,0,0,0
1143,10,52,46000,1,0,0,0
1145,2,30,40000,0,1,0,0
1146,3,30,40000,0,1,0,0
1147,4,30,40000,0,1,0,1
1148,9,30,40000,0,1,0,0
1150,1,74,75000,0,1,0,0
1151,5,74,75000,0,1,0,0
1152,8,74,75000,0,1,0,0
1154,7,100,63000,0,1,0,1
1155,8,100,63000,0,1,0,0
1156,9,100,63000,0,1,0,1
1158,2,26,40000,0,1,0,0
1159,5,26,40000,0,1,0,0
1160,6,26,40000,0,1,0,1
1161,10,26,40000,0,1,0,0
1163,1,56,53000,0,1,0,0
1164,5,56,53000,0,1,0,1
1165,6,56,53000,0,1,0,1
1167,3,50,90000,1,0,0,0
1168,4,50,90000,1,0,0,0
1169,5,50,90000,1,0,0,1
1170,6,50,90000,1,0,0,0
1171,7,50,90000,1,0,0,1
1172,9,50,90000,1,0,0,0
1174,3,73,95000,1,0,0,0
1175,7,73,95000,1,0,0,0
1176,10,73,95000,1,0,0,0
1178,1,49,74000,0,1,0,0
1179,3,49,74000,0,1,0,0
1180,6,49,74000,0,1,0,0
1182,1,37,50000,1,0,0,0
1183,6,37,50000,1,0,0,0
1184,7,37,50000,1,0,0,1
1185,9,37,50000,1,0,0,1
1187,1,65,57000,1,0,0,1
1188,3,65,57000,1,0,0,0
1189,6,65,57000,1,0,0,1
1190,7,65,57000,1,0,0,1
1192,1,64,81000,0,1,0,0
1193,2,64,81000,0,1,0,1
1194,3,64,81000,0,1,0,0
1195,7,64,81000,0,1,0,1
1197,2,48,53000,0,1,0,1
1198,5,48,53000,0,1,0,0
1199,7,48,53000,0,1,0,1
1200,10,48,53000,0,1,0,1
1202,4,20,32000,1,0,0,0
1203,5,20,32000,1,0,0,0
1204,7,20,32000,1,0,0,1
1205,8,20,32000,1,0,0,0
1207,1,46,40000,1,0,0,1
1208,4,46,40000,1,0,0,1
1209,8,46,40000,1,0,0,0
1211,2,24,69000,1,0,0,0
1212,4,24,69000,1,0,0,0
1213,5,24,69000,1,0,0,0
1214,10,24,69000,1,0,0,1
1216,5,71,95000,1,0,0,1
1217,8,71,95000,1,0,0,0
1218,10,71,95000,1,0,0,1
1219,2,50,78000,0,1,0,0
1220,5,50,78000,0,1,0,0
1221,10,50,78000,0,1,0,0
1223,1,37,92000,1,0,0,1
1224,4,37,92000,1,0,0,1
1225,5,37,92000,1,0,0,0
1227,1,57,81000,0,1,0,1
1228,3,57,81000,0,1,0,0
1229,5,57,81000,0,1,0,0
1230,6,57,81000,0,1,0,1
1232,1,52,85000,1,0,0,0
1233,6,52,85000,1,0,0,1
1234,8,52,85000,1,0,0,0
1235,9,52,85000,1,0,0,1
1237,4,41,41000,1,0,0,0
1238,5,41,41000,1,0,0,0
1239,8,41,41000,1,0,0,0
1241,4,66,74000,0,1,0,1
1242,5,66,74000,0,1,0,0
1243,7,66,74000,0,1,0,1
1245,1,66,87000,0,1,0,1
1246,2,66,87000,0,1,0,0
1247,3,66,87000,0,1,0,0
1248,6,66,87000,0,1,0,1
1249,7,66,87000,0,1,0,1
1251,2,68,120000,0,1,0,0
1252,4,68,120000,0,1,0,0
1253,10,68,120000,0,1,0,0
1255,1,20,70000,1,0,0,0
1256,4,20,70000,1,0,0,0
1257,10,20,70000,1,0,0,0
1259,5,43,42000,1,0,0,0
1260,7,43,42000,1,0,0,1
1261,8,43,42000,1,0,0,0
1262,10,43,42000,1,0,0,0
1264,4,73,38000,1,0,0,1
1265,5,73,38000,1,0,0,0
1266,8,73,38000,1,0,0,0
1268,2,42,56000,0,1,0,1
1269,3,42,56000,0,1,0,0
1270,5,42,56000,0,1,0,1
1271,9,42,56000,0,1,0,1
1273,6,82,110000,1,0,0,1
1274,8,82,110000,1,0,0,0
1275,9,82,110000,1,0,0,1
1277,3,70,92000,0,1,0,0
1278,5,70,92000,0,1,0,0
1279,6,70,92000,0,1,0,1
1280,10,70,92000,0,1,0,0
1282,1,42,71000,0,1,0,1
1283,6,42,71000,0,1,0,0
1284,7,42,71000,0,1,0,1
1286,2,48,62000,1,0,0,1
1287,8,48,62000,1,0,0,0
1288,10,48,62000,1,0,0,0
1290,6,53,93000,0,1,0,1
1291,9,53,93000,0,1,0,1
1292,1,64,67000,1,0,0,0
1293,6,64,67000,1,0,0,0
1294,7,64,67000,1,0,0,0
1295,10,64,67000,1,0,0,0
1297,1,79,90000,1,0,0,1
1298,9,79,90000,1,0,0,0
1299,10,79,90000,1,0,0,1
1301,2,51,55000,1,0,0,0
1302,5,51,55000,1,0,0,0
1303,8,51,55000,1,0,0,0
1304,2,45,88000,0,1,0,0
1305,6,45,88000,0,1,0,0
1306,8,45,88000,0,1,0,0
1307,9,45,88000,0,1,0,0
1309,4,48,105000,0,1,0,0
1310,9,48,105000,0,1,0,0
1312,1,54,119000,0,1,0,0
1313,3,54,119000,0,1,0,0
1314,7,54,119000,0,1,0,1
1315,8,54,119000,0,1,0,0
1317,2,52,48000,1,0,0,0
1318,3,52,48000,1,0,0,0
1319,5,52,48000,1,0,0,0
1320,6,52,48000,1,0,0,0
1322,1,28,68000,1,0,0,0
1323,2,28,68000,1,0,0,0
1324,5,28,68000,1,0,0,0
1325,9,28,68000,1,0,0,0
1327,2,69,47000,1,0,0,0
1328,5,69,47000,1,0,0,0
1329,7,69,47000,1,0,0,1
1330,8,69,47000,1,0,0,0
1331,9,69,47000,1,0,0,0
1333,5,73,92000,1,0,0,0
1334,7,73,92000,1,0,0,1
1335,8,73,92000,1,0,0,0
1336,9,73,92000,1,0,0,1
1338,1,67,71000,0,1,0,1
1339,2,67,71000,0,1,0,0
1340,7,67,71000,0,1,0,0
1341,8,67,71000,0,1,0,0
1342,9,67,71000,0,1,0,1
1343,10,67,71000,0,1,0,0
1345,4,76,34000,0,1,0,0
1346,5,76,34000,0,1,0,0
1347,6,76,34000,0,1,0,0
1348,9,76,34000,0,1,0,0
1349,10,76,34000,0,1,0,0
1351,3,55,53000,0,1,0,0
1352,5,55,53000,0,1,0,0
1353,6,55,53000,0,1,0,1
1354,8,55,53000,0,1,0,0
1355,9,55,53000,0,1,0,1
1357,1,89,83000,0,1,0,1
1358,7,89,83000,0,1,0,0
1359,8,89,83000,0,1,0,0
1361,6,57,41000,1,0,0,1
1362,9,57,41000,1,0,0,1
1364,3,54,70000,0,1,0,0
1365,4,54,70000,0,1,0,0
1366,7,54,70000,0,1,0,0
1367,9,54,70000,0,1,0,1
1369,1,58,73000,1,0,0,0
1370,3,58,73000,1,0,0,0
1371,5,58,73000,1,0,0,0
1372,8,58,73000,1,0,0,0
1374,2,49,39000,1,0,0,0
1375,3,49,39000,1,0,0,0
1376,6,49,39000,1,0,0,0
1377,7,49,39000,1,0,0,0
1379,3,73,79000,0,1,0,0
1380,4,73,79000,0,1,0,0
1381,7,73,79000,0,1,0,1
1382,8,73,79000,0,1,0,0
1384,5,58,76000,0,1,0,0
1385,6,58,76000,0,1,0,1
1386,9,58,76000,0,1,0,0
1387,10,58,76000,0,1,0,0
1389,7,51,70000,1,0,0,0
1390,8,51,70000,1,0,0,0
1391,9,51,70000,1,0,0,0
1392,10,51,70000,1,0,0,0
1394,2,74,78000,1,0,0,0
1395,5,74,78000,1,0,0,0
1396,7,74,78000,1,0,0,1
1398,1,53,95000,1,0,0,0
1399,3,53,95000,1,0,0,0
1400,4,53,95000,1,0,0,0
1401,6,53,95000,1,0,0,1
1402,7,53,95000,1,0,0,1
1404,1,61,32000,1,0,0,0
1405,2,61,32000,1,0,0,1
1406,4,61,32000,1,0,0,0
1407,9,61,32000,1,0,0,1
1408,3,41,55000,1,0,0,0
1409,4,41,55000,1,0,0,0
1410,7,41,55000,1,0,0,0
1412,2,64,95000,0,1,0,1
1413,5,64,95000,0,1,0,0
1414,8,64,95000,0,1,0,0
1415,10,64,95000,0,1,0,1
1417,3,42,75000,1,0,0,0
1418,6,42,75000,1,0,0,1
1419,9,42,75000,1,0,0,1
1421,3,50,57000,1,0,0,0
1422,7,50,57000,1,0,0,0
1423,10,50,57000,1,0,0,1
1425,1,60,56000,1,0,0,0
1426,5,60,56000,1,0,0,0
1427,6,60,56000,1,0,0,0
1429,1,57,83000,0,1,0,1
1430,8,57,83000,0,1,0,0
1431,9,57,83000,0,1,0,1
1433,2,39,54000,0,1,0,0
1434,3,39,54000,0,1,0,0
1435,6,39,54000,0,1,0,1
1436,7,39,54000,0,1,0,1
1438,1,57,67000,0,1,0,0
1439,2,57,67000,0,1,0,1
1440,4,57,67000,0,1,0,0
1441,6,57,67000,0,1,0,1
1442,9,57,67000,0,1,0,1
1444,1,57,71000,1,0,0,1
1445,3,57,71000,1,0,0,0
1446,8,57,71000,1,0,0,0
1447,9,57,71000,1,0,0,1
1448,10,57,71000,1,0,0,1
1450,3,68,51000,1,0,0,0
1451,7,68,51000,1,0,0,1
1453,4,83,114000,0,1,0,1
1454,9,83,114000,0,1,0,1
1456,1,35,72000,0,1,0,0
1457,3,35,72000,0,1,0,0
1458,5,35,72000,0,1,0,1
1459,9,35,72000,0,1,0,1
1460,10,35,72000,0,1,0,0
1462,1,90,72000,0,1,0,0
1463,3,90,72000,0,1,0,0
1464,7,90,72000,0,1,0,0
1466,2,56,72000,1,0,0,0
1467,3,56,72000,1,0,0,0
1468,7,56,72000,1,0,0,1
1469,10,56,72000,1,0,0,0
1471,3,84,81000,1,0,0,0
1472,6,84,81000,1,0,0,0
1474,2,62,39000,1,0,0,0
1475,3,62,39000,1,0,0,0
1476,4,62,39000,1,0,0,0
1477,7,62,39000,1,0,0,0
1479,1,63,58000,1,0,0,1
1480,5,63,58000,1,0,0,1
1481,6,63,58000,1,0,0,0
1482,7,63,58000,1,0,0,1
1483,9,63,58000,1,0,0,1
1485,1,67,56000,1,0,0,0
1486,2,67,56000,1,0,0,0
1487,4,67,56000,1,0,0,1
1488,6,67,56000,1,0,0,1
1489,9,67,56000,1,0,0,1
1491,3,68,50000,0,1,0,0
1492,5,68,50000,0,1,0,1
1493,7,68,50000,0,1,0,1
1494,9,68,50000,0,1,0,1
1496,9,55,73000,1,0,0,1
1497,10,55,73000,1,0,0,0
1499,2,24,59000,0,1,0,1
1500,5,24,59000,0,1,0,0
1502,1,40,39000,1,0,0,0
1503,5,40,39000,1,0,0,0
1504,7,40,39000,1,0,0,1
1505,9,40,39000,1,0,0,1
1507,2,83,61000,1,0,0,0
1508,4,83,61000,1,0,0,0
1509,6,83,61000,1,0,0,1
1510,8,83,61000,1,0,0,0
1511,9,83,61000,1,0,0,0
1513,1,63,41000,0,1,0,1
1514,2,63,41000,0,1,0,0
1515,3,63,41000,0,1,0,0
1516,5,63,41000,0,1,0,0
1518,1,59,59000,0,1,0,1
1519,4,59,59000,0,1,0,0
1520,6,59,59000,0,1,0,1
1521,8,59,59000,0,1,0,0
1522,10,59,59000,0,1,0,1
1524,1,49,42000,0,0,1,1
1525,6,49,42000,0,0,1,1
1526,7,49,42000,0,0,1,1
1527,10,49,42000,0,0,1,0
1529,8,61,99000,0,1,0,0
1530,9,61,99000,0,1,0,1
1531,10,61,99000,0,1,0,1
1533,2,42,57000,1,0,0,0
1534,3,42,57000,1,0,0,0
1535,10,42,57000,1,0,0,0
1537,5,58,36000,1,0,0,0
1538,6,58,36000,1,0,0,1
1539,9,58,36000,1,0,0,0
1541,2,48,44000,0,1,0,0
1542,3,48,44000,0,1,0,0
1543,5,48,44000,0,1,0,0
1544,7,48,44000,0,1,0,1
1546,1,35,64000,1,0,0,0
1547,4,35,64000,1,0,0,0
1548,7,35,64000,1,0,0,1
1549,10,35,64000,1,0,0,0
1551,2,36,31000,1,0,0,0
1552,7,36,31000,1,0,0,0
1553,8,36,31000,1,0,0,0
1554,9,36,31000,1,0,0,0
1555,10,36,31000,1,0,0,0
1557,1,41,100000,0,1,0,1
1558,4,41,100000,0,1,0,1
1559,5,41,100000,0,1,0,1
1561,1,83,73000,0,1,0,1
1562,4,83,73000,0,1,0,1
1563,5,83,73000,0,1,0,1
1564,10,83,73000,0,1,0,1
1566,1,53,87000,1,0,0,1
1567,3,53,87000,1,0,0,0
1568,5,53,87000,1,0,0,0
1569,10,53,87000,1,0,0,1
1571,2,53,97000,0,1,0,1
1572,4,53,97000,0,1,0,0
1573,5,53,97000,0,1,0,0
1574,7,53,97000,0,1,0,0
1576,7,80,48000,0,1,0,1
1577,8,80,48000,0,1,0,0
1578,9,80,48000,0,1,0,0
1580,3,25,66000,1,0,0,0
1581,5,25,66000,1,0,0,0
1582,7,25,66000,1,0,0,1
1583,8,25,66000,1,0,0,0
1584,9,25,66000,1,0,0,0
1586,1,63,119000,1,0,0,1
1587,7,63,119000,1,0,0,0
1588,8,63,119000,1,0,0,0
1589,10,63,119000,1,0,0,0
1591,3,63,66000,0,1,0,0
1592,4,63,66000,0,1,0,0
1593,8,63,66000,0,1,0,0
1595,8,56,109000,0,1,0,0
1596,9,56,109000,0,1,0,1
1597,10,56,109000,0,1,0,0
1599,2,43,59000,1,0,0,0
1600,4,43,59000,1,0,0,0
1601,5,43,59000,1,0,0,0
1602,6,43,59000,1,0,0,1
1603,7,43,59000,1,0,0,0
1604,10,43,59000,1,0,0,0
1606,2,58,58000,0,1,0,1
1607,3,58,58000,0,1,0,0
1608,4,58,58000,0,1,0,0
1609,5,58,58000,0,1,0,0
1610,8,58,58000,0,1,0,0
1612,1,59,59000,1,0,0,1
1613,2,59,59000,1,0,0,1
1614,5,59,59000,1,0,0,1
1616,1,49,104000,1,0,0,0
1617,3,49,104000,1,0,0,0
1618,8,49,104000,1,0,0,0
1619,9,49,104000,1,0,0,0
1621,1,63,70000,0,1,0,0
1622,2,63,70000,0,1,0,0
1623,4,63,70000,0,1,0,0
1624,5,63,70000,0,1,0,0
1625,6,63,70000,0,1,0,0
1627,1,42,94000,1,0,0,0
1628,3,42,94000,1,0,0,0
1629,4,42,94000,1,0,0,1
1630,5,42,94000,1,0,0,1
1631,8,42,94000,1,0,0,0
1633,3,52,57000,0,1,0,0
1634,5,52,57000,0,1,0,0
1635,7,52,57000,0,1,0,1
1636,8,52,57000,0,1,0,0
1638,1,57,37000,0,1,0,0
1639,3,57,37000,0,1,0,0
1640,9,57,37000,0,1,0,1
1642,2,56,59000,0,1,0,0
1643,7,56,59000,0,1,0,1
1644,8,56,59000,0,1,0,0
1646,1,80,87000,1,0,0,0
1647,2,80,87000,1,0,0,0
1648,7,80,87000,1,0,0,0
1649,9,80,87000,1,0,0,1
1650,10,80,87000,1,0,0,0
1652,3,43,52000,1,0,0,0
1653,6,43,52000,1,0,0,0
1654,7,43,52000,1,0,0,1
1655,8,43,52000,1,0,0,0
1656,9,43,52000,1,0,0,0
1658,2,54,70000,1,0,0,0
1659,4,54,70000,1,0,0,0
1660,7,54,70000,1,0,0,0
1661,9,54,70000,1,0,0,0
1663,1,28,73000,1,0,0,0
1664,4,28,73000,1,0,0,0
1665,6,28,73000,1,0,0,1
1666,7,28,73000,1,0,0,1
1667,10,28,73000,1,0,0,0
1669,2,57,95000,0,1,0,0
1670,4,57,95000,0,1,0,0
1671,6,57,95000,0,1,0,1
1672,9,57,95000,0,1,0,1
1674,3,71,67000,1,0,0,0
1675,8,71,67000,1,0,0,0
1676,10,71,67000,1,0,0,0
1678,3,64,112000,0,1,0,0
1679,7,64,112000,0,1,0,1
1680,10,64,112000,0,1,0,0
1682,1,20,49000,1,0,0,0
1683,3,20,49000,1,0,0,0
1684,10,20,49000,1,0,0,0
1686,1,36,58000,0,1,0,0
1687,2,36,58000,0,1,0,1
1688,6,36,58000,0,1,0,1
1689,8,36,58000,0,1,0,0
1691,3,45,99000,0,1,0,0
1692,9,45,99000,0,1,0,1
1694,1,71,65000,1,0,0,0
1695,8,71,65000,1,0,0,0
1697,3,67,89000,1,0,0,0
1698,4,67,89000,1,0,0,0
1699,7,67,89000,1,0,0,1
1700,10,67,89000,1,0,0,1
1702,4,72,81000,0,1,0,0
1703,6,72,81000,0,1,0,1
1704,8,72,81000,0,1,0,0
1706,1,51,100000,1,0,0,1
1707,2,51,100000,1,0,0,1
1708,8,51,100000,1,0,0,0
1710,1,48,68000,1,0,0,0
1711,2,48,68000,1,0,0,1
1712,9,48,68000,1,0,0,1
1714,1,53,60000,1,0,0,1
1715,6,53,60000,1,0,0,0
1716,9,53,60000,1,0,0,0
1717,10,53,60000,1,0,0,0
1719,1,25,53000,1,0,0,0
1720,2,25,53000,1,0,0,0
1721,6,25,53000,1,0,0,0
1723,1,79,85000,0,1,0,0
1724,2,79,85000,0,1,0,0
1725,4,79,85000,0,1,0,0
1726,6,79,85000,0,1,0,1
1727,7,79,85000,0,1,0,1
1729,1,19,32000,1,0,0,0
1730,3,19,32000,1,0,0,0
1731,6,19,32000,1,0,0,0
1732,7,19,32000,1,0,0,0
1733,8,19,32000,1,0,0,0
1735,4,28,49000,0,1,0,0
1736,6,28,49000,0,1,0,0
1737,8,28,49000,0,1,0,0
1738,10,28,49000,0,1,0,0
1740,1,56,76000,1,0,0,1
1741,4,56,76000,1,0,0,1
1742,5,56,76000,1,0,0,1
1743,6,56,76000,1,0,0,0
1745,4,44,37000,1,0,0,0
1746,8,44,37000,1,0,0,0
1747,9,44,37000,1,0,0,0
1748,10,44,37000,1,0,0,0
1750,1,25,40000,1,0,0,0
1751,7,25,40000,1,0,0,1
1752,9,25,40000,1,0,0,0
1753,10,25,40000,1,0,0,0
1755,3,61,78000,0,1,0,0
1756,5,61,78000,0,1,0,0
1757,8,61,78000,0,1,0,0
1759,3,34,59000,1,0,0,0
1760,9,34,59000,1,0,0,0
1762,5,41,37000,0,1,0,1
1763,7,41,37000,0,1,0,1
1764,8,41,37000,0,1,0,0
1766,5,44,51000,1,0,0,0
1767,6,44,51000,1,0,0,1
1769,2,51,92000,0,1,0,0
1770,4,51,92000,0,1,0,0
1771,9,51,92000,0,1,0,0
1773,3,47,44000,1,0,0,0
1774,7,47,44000,1,0,0,0
1775,9,47,44000,1,0,0,0
1777,1,63,70000,0,1,0,0
1778,4,63,70000,0,1,0,0
1779,9,63,70000,0,1,0,0
1781,3,62,61000,1,0,0,0
1782,6,62,61000,1,0,0,0
1783,8,62,61000,1,0,0,0
1785,1,66,71000,1,0,0,0
1786,6,66,71000,1,0,0,1
1787,7,66,71000,1,0,0,1
1788,8,66,71000,1,0,0,0
1790,2,62,70000,1,0,0,1
1791,7,62,70000,1,0,0,1
1792,8,62,70000,1,0,0,0
1793,10,62,70000,1,0,0,1
1795,3,83,88000,1,0,0,0
1796,6,83,88000,1,0,0,1
1797,7,83,88000,1,0,0,0
1798,8,83,88000,1,0,0,0
1800,2,43,58000,1,0,0,1
1801,3,43,58000,1,0,0,0
1802,8,43,58000,1,0,0,0
1803,9,43,58000,1,0,0,0
1804,10,43,58000,1,0,0,0
1806,1,66,94000,0,1,0,1
1807,3,66,94000,0,1,0,0
1808,4,66,94000,0,1,0,0
1809,5,66,94000,0,1,0,0
1810,8,66,94000,0,1,0,0
1812,2,70,44000,1,0,0,0
1813,6,70,44000,1,0,0,0
1814,7,70,44000,1,0,0,0
1816,1,65,66000,0,1,0,1
1817,2,65,66000,0,1,0,0
1818,4,65,66000,0,1,0,0
1819,6,65,66000,0,1,0,0
1820,9,65,66000,0,1,0,0
1821,10,65,66000,0,1,0,1
1823,6,33,54000,0,1,0,0
1824,7,33,54000,0,1,0,1
1825,10,33,54000,0,1,0,0
1827,1,63,78000,1,0,0,1
1828,2,63,78000,1,0,0,0
1829,3,63,78000,1,0,0,0
1830,8,63,78000,1,0,0,0
1832,2,77,42000,1,0,0,0
1833,3,77,42000,1,0,0,0
1834,6,77,42000,1,0,0,0
1836,3,49,57000,0,1,0,0
1837,5,49,57000,0,1,0,0
1838,9,49,57000,0,1,0,0
1840,2,53,104000,1,0,0,1
1841,6,53,104000,1,0,0,1
1842,7,53,104000,1,0,0,0
1843,9,53,104000,1,0,0,1
1845,2,61,87000,0,1,0,1
1846,4,61,87000,0,1,0,0
1847,5,61,87000,0,1,0,0
1848,7,61,87000,0,1,0,1
1849,8,61,87000,0,1,0,0
1851,1,60,38000,1,0,0,0
1852,5,60,38000,1,0,0,0
1853,6,60,38000,1,0,0,0
1854,7,60,38000,1,0,0,1
1856,2,44,60000,0,1,0,1
1857,6,44,60000,0,1,0,1
1859,2,69,62000,1,0,0,0
1860,3,69,62000,1,0,0,0
1861,6,69,62000,1,0,0,0
1862,9,69,62000,1,0,0,0
1864,1,39,71000,1,0,0,0
1865,4,39,71000,1,0,0,0
1866,5,39,71000,1,0,0,0
1867,10,39,71000,1,0,0,0
1869,1,38,55000,0,1,0,0
1870,8,38,55000,0,1,0,0
1871,9,38,55000,0,1,0,1
1872,10,38,55000,0,1,0,1
1874,2,83,99000,0,1,0,1
1875,5,83,99000,0,1,0,0
1876,8,83,99000,0,1,0,0
1878,4,63,94000,0,1,0,1
1879,6,63,94000,0,1,0,1
1880,7,63,94000,0,1,0,1
1881,8,63,94000,0,1,0,0
1882,10,63,94000,0,1,0,1
1884,3,41,41000,0,1,0,0
1885,10,41,41000,0,1,0,0
1887,2,54,39000,1,0,0,0
1888,4,54,39000,1,0,0,0
1889,5,54,39000,1,0,0,0
1890,10,54,39000,1,0,0,1
1892,1,41,55000,1,0,0,0
1893,4,41,55000,1,0,0,0
1894,5,41,55000,1,0,0,0
1895,9,41,55000,1,0,0,0
1897,3,56,69000,0,1,0,0
1898,4,56,69000,0,1,0,0
1899,9,56,69000,0,1,0,0
1900,10,56,69000,0,1,0,0
1902,1,50,98000,1,0,0,1
1903,3,50,98000,1,0,0,0
1904,4,50,98000,1,0,0,0
1905,5,50,98000,1,0,0,0
1906,10,50,98000,1,0,0,0
1908,2,58,55000,1,0,0,0
1909,3,58,55000,1,0,0,0
1910,10,58,55000,1,0,0,1
1912,2,39,61000,1,0,0,0
1913,5,39,61000,1,0,0,0
1914,6,39,61000,1,0,0,0
1915,7,39,61000,1,0,0,1
1916,10,39,61000,1,0,0,1
1918,1,60,55000,0,1,0,1
1919,8,60,55000,0,1,0,0
1920,9,60,55000,0,1,0,1
1922,1,60,74000,0,1,0,0
1923,3,60,74000,0,1,0,0
1924,4,60,74000,0,1,0,0
1925,6,60,74000,0,1,0,1
1927,3,24,38000,1,0,0,0
1928,7,24,38000,1,0,0,0
1929,9,24,38000,1,0,0,0
1931,1,48,57000,1,0,0,1
1932,2,48,57000,1,0,0,1
1933,3,48,57000,1,0,0,0
1934,4,48,57000,1,0,0,1
1935,6,48,57000,1,0,0,1
1937,1,50,110000,1,0,0,0
1938,2,50,110000,1,0,0,1
1939,3,50,110000,1,0,0,0
1940,6,50,110000,1,0,0,1
1941,8,50,110000,1,0,0,0
1942,9,50,110000,1,0,0,1
1944,2,41,67000,0,1,0,0
1945,7,41,67000,0,1,0,0
1947,2,45,84000,1,0,0,1
1948,5,45,84000,1,0,0,1
1949,9,45,84000,1,0,0,0
1951,1,48,93000,1,0,0,0
1952,2,48,93000,1,0,0,1
1953,6,48,93000,1,0,0,1
1955,2,59,87000,1,0,0,0
1956,3,59,87000,1,0,0,0
1957,4,59,87000,1,0,0,0
1958,5,59,87000,1,0,0,0
1959,6,59,87000,1,0,0,0
1961,2,43,45000,1,0,0,0
1962,7,43,45000,1,0,0,0
1964,9,56,67000,0,1,0,1
1965,10,56,67000,0,1,0,0
1967,1,54,93000,1,0,0,0
1968,2,54,93000,1,0,0,1
1969,6,54,93000,1,0,0,1
1970,9,54,93000,1,0,0,1
1972,3,48,47000,0,1,0,0
1973,9,48,47000,0,1,0,0
1975,2,63,49000,1,0,0,0
1976,4,63,49000,1,0,0,0
1977,6,63,49000,1,0,0,1
1978,10,63,49000,1,0,0,0
1980,1,47,35000,1,0,0,0
1981,4,47,35000,1,0,0,0
1982,5,47,35000,1,0,0,0
1983,9,47,35000,1,0,0,0
1985,1,52,56000,1,0,0,0
1986,2,52,56000,1,0,0,0
1987,3,52,56000,1,0,0,0
1988,8,52,56000,1,0,0,0
1990,1,58,78000,0,1,0,0
1991,5,58,78000,0,1,0,0
1992,6,58,78000,0,1,0,1
1993,7,58,78000,0,1,0,1
1995,2,78,39000,1,0,0,0
1996,3,78,39000,1,0,0,0
1997,4,78,39000,1,0,0,0
1998,7,78,39000,1,0,0,1
2000,2,43,40000,1,0,0,0
2001,3,43,40000,1,0,0,0
2002,5,43,40000,1,0,0,0
2004,2,68,61000,1,0,0,0
2005,3,68,61000,1,0,0,0
2006,8,68,61000,1,0,0,0
2008,2,18,48000,1,0,0,0
2009,3,18,48000,1,0,0,0
2010,4,18,48000,1,0,0,0
2011,5,18,48000,1,0,0,0
2012,10,18,48000,1,0,0,0
