,customer_id,offer_id,offer_received,offer_viewed,offer_completed,time_received,time_viewed,time_completed,offer_duration
676,173,5,1.0,0.0,0.0,0,0,0,240
677,173,6,1.0,1.0,1.0,168,222,336,168
678,173,10,1.0,1.0,1.0,408,408,492,168
680,174,4,1.0,1.0,1.0,0,0,0,168
681,174,5,2.0,2.0,1.0,408,462,666,240
682,174,8,2.0,2.0,0.0,168,204,0,72
683,174,10,1.0,1.0,1.0,336,336,432,168
685,176,1,2.0,2.0,2.0,408,420,420,168
686,176,3,1.0,1.0,0.0,336,336,0,96
687,176,10,1.0,0.0,1.0,504,0,504,168
689,177,3,1.0,0.0,0.0,0,0,0,96
690,177,5,1.0,0.0,0.0,168,0,0,240
691,177,7,2.0,1.0,0.0,408,528,0,240
692,177,10,1.0,0.0,0.0,576,0,0,168
694,178,1,1.0,1.0,0.0,576,708,0,168
695,178,2,1.0,1.0,0.0,336,354,0,120
696,178,3,1.0,1.0,0.0,408,420,0,96
698,179,2,2.0,2.0,2.0,504,516,540,120
699,179,8,1.0,1.0,0.0,168,186,0,72
700,179,9,1.0,1.0,0.0,336,372,0,120
702,180,3,1.0,0.0,0.0,336,0,0,96
703,180,5,2.0,0.0,1.0,408,0,450,240
704,180,6,1.0,1.0,1.0,0,36,48,168
705,180,7,1.0,1.0,0.0,168,288,0,240
707,181,4,1.0,0.0,1.0,408,0,444,168
708,181,9,1.0,1.0,0.0,168,216,0,120
710,182,5,3.0,1.0,2.0,0,552,648,240
711,182,6,1.0,1.0,1.0,168,180,228,168
712,182,7,1.0,1.0,1.0,336,372,468,240
713,182,10,1.0,0.0,1.0,408,0,486,168
715,183,2,1.0,1.0,1.0,336,390,360,120
716,183,5,1.0,0.0,1.0,408,0,450,240
717,183,9,2.0,2.0,2.0,168,198,240,120
718,183,10,1.0,0.0,1.0,576,0,576,168
720,184,1,1.0,1.0,1.0,0,12,78,168
721,184,3,1.0,1.0,0.0,576,576,0,96
722,184,7,1.0,1.0,1.0,504,510,540,240
723,184,8,1.0,1.0,0.0,408,420,0,72
724,184,10,1.0,1.0,1.0,336,336,414,168
726,185,1,1.0,1.0,1.0,168,174,204,168
727,185,3,2.0,2.0,0.0,0,18,0,96
728,185,5,2.0,1.0,2.0,408,588,606,240
730,186,3,2.0,2.0,0.0,168,168,0,96
732,187,3,2.0,2.0,0.0,0,30,0,96
733,187,6,1.0,1.0,1.0,168,174,300,168
734,187,8,1.0,1.0,0.0,408,462,0,72
736,188,4,1.0,0.0,0.0,336,0,0,168
737,188,8,1.0,1.0,0.0,408,444,0,72
738,188,9,1.0,1.0,0.0,504,528,0,120
740,189,3,1.0,1.0,0.0,576,648,0,96
741,189,6,1.0,1.0,0.0,336,372,0,168
742,189,7,1.0,0.0,0.0,504,0,0,240
744,190,1,1.0,0.0,1.0,408,0,474,168
745,190,5,1.0,0.0,1.0,336,0,396,240
746,190,6,2.0,2.0,1.0,0,24,228,168
747,190,7,1.0,1.0,1.0,504,516,588,240
749,191,5,3.0,2.0,3.0,168,222,312,240
750,191,8,1.0,1.0,0.0,336,348,0,72
752,192,4,1.0,1.0,1.0,504,522,582,168
753,192,5,1.0,0.0,0.0,168,0,0,240
754,192,6,1.0,1.0,0.0,336,378,0,168
755,192,9,1.0,1.0,1.0,576,582,582,120
757,193,4,1.0,0.0,0.0,168,0,0,168
758,193,6,2.0,2.0,1.0,0,0,444,168
759,193,7,1.0,1.0,0.0,504,504,0,240
760,193,10,2.0,0.0,1.0,408,0,552,168
762,195,2,1.0,1.0,0.0,408,420,0,120
763,195,5,2.0,0.0,0.0,168,0,0,240
764,195,7,1.0,1.0,0.0,576,636,0,240
765,195,10,1.0,0.0,0.0,0,0,0,168
767,196,1,1.0,0.0,0.0,504,0,0,168
768,196,8,1.0,1.0,0.0,408,420,0,72
769,196,9,1.0,1.0,0.0,0,12,0,120
770,196,10,1.0,1.0,0.0,576,618,0,168
772,197,2,1.0,1.0,1.0,408,438,426,120
773,197,3,1.0,0.0,0.0,336,0,0,96
774,197,5,1.0,0.0,0.0,576,0,0,240
775,197,9,1.0,1.0,1.0,0,6,72,120
776,197,10,1.0,0.0,0.0,168,0,0,168
778,199,5,1.0,0.0,0.0,576,0,0,240
779,199,7,1.0,1.0,0.0,168,192,0,240
780,199,9,2.0,2.0,0.0,408,426,0,120
781,199,10,1.0,0.0,0.0,0,0,0,168
783,200,5,1.0,1.0,1.0,336,396,354,240
784,200,6,1.0,1.0,1.0,0,12,24,168
785,200,9,1.0,1.0,1.0,504,540,600,120
786,200,10,1.0,0.0,1.0,408,0,492,168
788,201,1,1.0,1.0,1.0,408,438,492,168
789,201,3,1.0,1.0,0.0,576,576,0,96
790,201,4,2.0,1.0,2.0,0,12,24,168
791,201,10,1.0,1.0,1.0,504,510,510,168
792,202,2,1.0,1.0,0.0,336,366,0,120
793,202,3,1.0,1.0,0.0,168,222,0,96
794,202,5,1.0,1.0,0.0,504,504,0,240
795,202,7,2.0,2.0,0.0,0,66,0,240
796,202,8,1.0,1.0,0.0,576,630,0,72
798,203,1,1.0,1.0,1.0,576,576,576,168
799,203,3,1.0,1.0,0.0,504,510,0,96
800,203,4,2.0,2.0,2.0,0,6,42,168
801,203,8,1.0,1.0,0.0,336,414,0,72
803,204,7,1.0,1.0,1.0,576,576,588,240
805,205,4,1.0,1.0,0.0,0,42,0,168
806,205,5,1.0,0.0,1.0,336,0,360,240
807,205,8,1.0,0.0,0.0,504,0,0,72
809,206,1,1.0,1.0,1.0,408,414,510,168
810,206,2,1.0,1.0,1.0,504,516,510,120
811,206,5,1.0,1.0,1.0,336,360,510,240
812,206,9,1.0,1.0,0.0,168,174,0,120
814,207,3,1.0,1.0,0.0,168,204,0,96
815,207,7,1.0,1.0,1.0,504,510,534,240
816,207,9,2.0,2.0,2.0,0,12,24,120
818,208,1,2.0,2.0,2.0,0,6,36,168
819,208,2,1.0,1.0,1.0,168,192,264,120
820,208,8,1.0,1.0,0.0,408,468,0,72
821,208,9,1.0,1.0,0.0,576,576,0,120
823,209,4,1.0,1.0,1.0,408,456,552,168
824,209,9,1.0,1.0,1.0,168,192,228,120
826,210,1,1.0,1.0,0.0,576,600,0,168
827,210,3,1.0,0.0,0.0,0,0,0,96
828,210,4,1.0,1.0,0.0,408,444,0,168
829,210,5,2.0,0.0,0.0,336,0,0,240
830,210,6,1.0,1.0,1.0,168,192,210,168
832,211,3,2.0,1.0,0.0,0,480,0,96
833,211,4,1.0,0.0,0.0,576,0,0,168
834,211,6,1.0,1.0,0.0,504,522,0,168
835,211,7,1.0,1.0,0.0,336,348,0,240
836,211,10,1.0,0.0,0.0,168,0,0,168
838,212,1,1.0,1.0,1.0,504,570,588,168
839,212,3,3.0,2.0,0.0,168,444,0,96
840,212,6,1.0,1.0,1.0,336,372,378,168
841,212,9,1.0,1.0,1.0,0,42,24,120
843,214,4,1.0,0.0,0.0,504,0,0,168
844,214,5,1.0,0.0,0.0,408,0,0,240
845,214,7,1.0,1.0,1.0,168,174,354,240
846,214,9,1.0,1.0,1.0,336,336,354,120
848,216,3,1.0,0.0,0.0,168,0,0,96
849,216,4,1.0,0.0,1.0,0,0,156,168
850,216,7,2.0,2.0,0.0,336,342,0,240
852,217,1,1.0,1.0,0.0,504,510,0,168
853,217,3,1.0,0.0,0.0,576,0,0,96
854,217,4,1.0,0.0,0.0,0,0,0,168
855,217,6,1.0,1.0,0.0,408,414,0,168
856,217,8,1.0,1.0,0.0,168,198,0,72
858,218,2,1.0,1.0,1.0,168,186,210,120
859,218,3,1.0,1.0,0.0,408,408,0,96
860,218,9,1.0,1.0,0.0,0,12,0,120
861,219,5,2.0,1.0,0.0,336,402,0,240
862,219,6,1.0,1.0,0.0,576,600,0,168
863,219,8,1.0,0.0,0.0,0,0,0,72
865,220,1,1.0,1.0,1.0,504,504,516,168
866,220,2,1.0,1.0,1.0,168,210,210,120
867,220,3,2.0,0.0,0.0,0,0,0,96
868,220,5,1.0,0.0,1.0,336,0,432,240
870,222,1,1.0,1.0,1.0,408,414,408,168
871,222,4,1.0,0.0,1.0,168,0,180,168
872,222,8,1.0,1.0,0.0,0,0,0,72
874,223,1,1.0,1.0,0.0,408,420,0,168
875,223,3,1.0,0.0,0.0,168,0,0,96
876,223,4,1.0,0.0,1.0,336,0,480,168
877,223,8,1.0,1.0,0.0,504,570,0,72
878,223,9,1.0,1.0,0.0,0,36,0,120
879,223,10,1.0,0.0,0.0,576,0,0,168
881,224,3,1.0,0.0,0.0,336,0,0,96
882,224,7,1.0,1.0,1.0,408,432,456,240
883,224,8,1.0,1.0,0.0,504,504,0,72
884,224,9,1.0,1.0,1.0,168,180,174,120
885,225,2,1.0,1.0,0.0,408,408,0,120
886,225,4,1.0,0.0,0.0,576,0,0,168
887,225,6,2.0,2.0,0.0,0,42,0,168
888,225,10,2.0,0.0,0.0,168,0,0,168
890,226,3,1.0,1.0,0.0,0,114,0,96
891,226,6,1.0,1.0,1.0,408,408,408,168
892,226,8,2.0,1.0,0.0,336,684,0,72
894,227,6,1.0,1.0,1.0,408,420,450,168
895,227,7,2.0,2.0,2.0,0,18,84,240
896,227,9,1.0,1.0,1.0,504,510,570,120
898,228,4,1.0,0.0,0.0,576,0,0,168
899,228,5,1.0,0.0,1.0,408,0,492,240
900,228,7,1.0,1.0,1.0,336,366,372,240
901,228,9,1.0,1.0,1.0,168,222,222,120
902,228,10,1.0,0.0,0.0,504,0,0,168
904,229,5,1.0,1.0,0.0,408,444,0,240
905,229,8,1.0,1.0,0.0,576,588,0,72
906,229,9,1.0,1.0,0.0,168,174,0,120
907,229,10,1.0,1.0,0.0,336,366,0,168
909,230,8,1.0,1.0,0.0,576,576,0,72
910,230,9,1.0,1.0,0.0,0,54,0,120
911,230,10,2.0,1.0,1.0,168,192,264,168
913,231,5,1.0,0.0,0.0,576,0,0,240
914,231,8,1.0,1.0,0.0,0,6,0,72
915,231,10,1.0,0.0,0.0,504,0,0,168
917,232,1,2.0,1.0,2.0,408,486,564,168
918,232,2,2.0,2.0,2.0,0,30,36,120
919,232,10,2.0,1.0,1.0,168,192,264,168
921,233,1,1.0,1.0,1.0,336,354,354,168
922,233,2,1.0,1.0,1.0,168,168,198,120
923,233,5,1.0,1.0,1.0,576,618,600,240
924,233,6,1.0,1.0,1.0,504,504,600,168
925,233,8,1.0,1.0,0.0,408,414,0,72
927,234,1,1.0,1.0,0.0,336,336,0,168
928,234,3,1.0,0.0,0.0,0,0,0,96
929,234,4,1.0,1.0,0.0,504,522,0,168
930,234,6,2.0,2.0,1.0,168,186,318,168
931,234,10,1.0,0.0,0.0,576,0,0,168
932,236,3,1.0,1.0,0.0,408,432,0,96
933,236,5,2.0,2.0,0.0,168,174,0,240
934,236,7,1.0,1.0,0.0,0,6,0,240
935,236,10,1.0,1.0,0.0,576,594,0,168
937,237,4,1.0,1.0,1.0,576,666,588,168
938,237,6,1.0,1.0,1.0,408,408,528,168
939,237,7,1.0,0.0,1.0,336,0,528,240
940,237,9,2.0,2.0,2.0,168,204,168,120
941,237,10,1.0,1.0,1.0,0,102,168,168
943,238,3,1.0,0.0,0.0,168,0,0,96
944,238,6,2.0,2.0,1.0,504,504,606,168
945,238,7,1.0,1.0,0.0,0,6,0,240
946,238,10,2.0,0.0,0.0,336,0,0,168
948,239,5,1.0,1.0,1.0,576,600,654,240
950,240,1,1.0,1.0,0.0,168,168,0,168
951,240,2,1.0,1.0,0.0,336,336,0,120
952,240,4,1.0,0.0,0.0,408,0,0,168
953,240,5,1.0,0.0,0.0,576,0,0,240
955,241,2,2.0,2.0,0.0,168,186,0,120
956,241,5,1.0,0.0,1.0,0,0,102,240
957,241,8,1.0,1.0,0.0,336,342,0,72
958,241,10,1.0,1.0,0.0,504,540,0,168
960,242,3,1.0,1.0,0.0,168,168,0,96
961,242,4,1.0,1.0,1.0,336,336,342,168
962,242,5,2.0,2.0,2.0,0,96,162,240
963,242,9,1.0,1.0,1.0,576,582,660,120
964,242,10,1.0,1.0,1.0,504,540,552,168
966,243,2,1.0,1.0,1.0,408,414,474,120
967,243,4,1.0,1.0,1.0,0,30,90,168
968,243,7,2.0,2.0,2.0,336,336,378,240
969,243,10,1.0,1.0,1.0,504,504,522,168
971,244,3,1.0,1.0,0.0,408,414,0,96
972,244,4,1.0,1.0,1.0,168,198,192,168
973,244,5,1.0,0.0,1.0,336,0,432,240
974,244,6,1.0,1.0,1.0,576,594,600,168
975,244,8,1.0,1.0,0.0,504,528,0,72
977,245,5,3.0,0.0,0.0,0,0,0,240
978,245,9,1.0,1.0,0.0,576,582,0,120
980,246,2,1.0,1.0,1.0,408,474,438,120
981,246,6,3.0,3.0,3.0,0,6,60,168
982,246,7,1.0,1.0,1.0,168,168,180,240
983,246,8,1.0,1.0,0.0,576,648,0,72
985,247,4,1.0,0.0,1.0,336,0,354,168
986,247,6,1.0,1.0,1.0,168,168,198,168
987,247,7,1.0,1.0,1.0,504,510,504,240
988,247,8,1.0,1.0,0.0,576,576,0,72
989,247,9,1.0,1.0,0.0,0,60,0,120
990,247,10,1.0,1.0,1.0,408,414,438,168
992,248,1,1.0,1.0,0.0,0,54,0,168
993,248,4,1.0,1.0,0.0,168,192,0,168
994,248,6,1.0,1.0,1.0,576,672,648,168
995,248,8,1.0,1.0,0.0,336,372,0,72
997,249,1,1.0,1.0,0.0,168,174,0,168
998,249,3,1.0,0.0,0.0,408,0,0,96
999,249,6,1.0,1.0,1.0,0,12,144,168
1000,249,7,1.0,1.0,0.0,576,648,0,240
1001,249,8,1.0,1.0,0.0,504,504,0,72
1003,250,2,3.0,3.0,3.0,168,180,192,120
1004,250,4,1.0,0.0,1.0,504,0,522,168
1005,250,8,2.0,2.0,0.0,0,18,0,72
1007,251,5,1.0,0.0,1.0,408,0,552,240
1008,251,7,1.0,1.0,1.0,504,546,552,240
1009,251,8,1.0,1.0,0.0,0,18,0,72
1010,251,10,1.0,0.0,1.0,576,0,624,168
1012,252,1,1.0,1.0,1.0,168,180,180,168
1013,252,3,1.0,1.0,0.0,336,336,0,96
1014,252,6,1.0,1.0,1.0,576,582,594,168
1015,252,7,1.0,1.0,1.0,0,6,48,240
1017,254,4,1.0,1.0,1.0,576,666,588,168
1018,254,8,1.0,1.0,0.0,168,168,0,72
1019,254,9,2.0,2.0,2.0,0,6,36,120
1021,255,2,1.0,1.0,1.0,168,228,174,120
1022,255,5,2.0,0.0,2.0,408,0,516,240
1024,256,3,3.0,0.0,0.0,0,0,0,96
1025,256,7,1.0,1.0,1.0,576,624,576,240
1026,256,8,1.0,1.0,0.0,504,504,0,72
1027,256,9,1.0,1.0,1.0,168,168,192,120
1029,257,1,1.0,1.0,1.0,576,702,588,168
1030,257,4,1.0,1.0,1.0,168,168,246,168
1031,257,5,1.0,1.0,1.0,504,558,588,240
1032,257,8,1.0,1.0,0.0,0,150,0,72
1033,257,9,1.0,1.0,0.0,336,336,0,120
1034,257,10,1.0,1.0,1.0,408,414,462,168
1036,258,1,1.0,1.0,1.0,408,426,426,168
1037,258,4,1.0,0.0,1.0,168,0,174,168
1038,258,7,2.0,2.0,2.0,0,144,162,240
1039,258,9,1.0,1.0,1.0,504,570,558,120
1041,259,4,1.0,1.0,1.0,504,510,516,168
1042,259,6,1.0,1.0,1.0,408,444,462,168
1043,259,8,1.0,1.0,0.0,168,204,0,72
1045,260,1,1.0,1.0,0.0,408,420,0,168
1046,260,2,1.0,1.0,0.0,336,348,0,120
1047,260,5,1.0,0.0,0.0,168,0,0,240
1048,260,7,1.0,1.0,1.0,0,96,108,240
1049,260,9,2.0,2.0,1.0,504,528,522,120
1051,261,1,1.0,1.0,1.0,576,612,696,168
1052,261,3,1.0,1.0,0.0,408,408,0,96
1053,261,6,1.0,1.0,1.0,0,18,114,168
1054,261,7,1.0,1.0,1.0,336,360,438,240
1055,261,8,1.0,1.0,0.0,504,504,0,72
1057,262,4,1.0,1.0,1.0,504,540,546,168
1058,262,5,1.0,1.0,0.0,168,252,0,240
1059,262,6,1.0,1.0,1.0,576,576,624,168
1060,262,7,1.0,1.0,1.0,408,420,474,240
1061,262,8,1.0,1.0,0.0,0,42,0,72
1063,264,4,1.0,0.0,1.0,576,0,678,168
1064,264,6,1.0,0.0,1.0,504,0,504,168
1065,264,9,3.0,3.0,2.0,0,144,174,120
1067,265,1,1.0,1.0,1.0,408,438,474,168
1068,265,4,2.0,1.0,2.0,0,6,144,168
1069,265,8,1.0,1.0,0.0,336,336,0,72
1070,265,9,1.0,1.0,1.0,576,606,630,120
1072,266,2,3.0,3.0,3.0,408,492,528,120
1073,266,7,2.0,2.0,2.0,168,168,282,240
1075,267,1,1.0,0.0,0.0,336,0,0,168
1076,267,5,2.0,0.0,0.0,0,0,0,240
1077,267,9,2.0,2.0,0.0,504,522,0,120
1078,267,10,1.0,0.0,0.0,168,0,0,168
1080,268,4,1.0,1.0,1.0,576,582,594,168
1081,268,10,1.0,1.0,1.0,336,336,336,168
1083,269,1,2.0,2.0,0.0,168,294,0,168
1084,269,5,1.0,0.0,0.0,504,0,0,240
1085,269,10,2.0,0.0,0.0,0,0,0,168
1087,270,3,1.0,1.0,0.0,168,198,0,96
1088,270,4,2.0,2.0,2.0,336,342,390,168
1089,270,5,1.0,1.0,1.0,0,84,138,240
1090,270,8,1.0,1.0,0.0,576,684,0,72
1092,271,5,1.0,0.0,1.0,336,0,444,240
1093,271,8,1.0,1.0,0.0,168,204,0,72
1094,271,9,1.0,1.0,1.0,576,612,612,120
1095,271,10,1.0,0.0,1.0,504,0,612,168
1097,272,1,1.0,0.0,0.0,576,0,0,168
1098,272,4,1.0,0.0,1.0,408,0,408,168
1099,272,8,1.0,1.0,0.0,336,342,0,72
1100,272,10,1.0,1.0,0.0,168,204,0,168
1102,273,1,1.0,1.0,1.0,168,168,258,168
1103,273,4,1.0,1.0,1.0,0,12,6,168
1104,273,5,1.0,1.0,1.0,504,540,558,240
1105,273,7,1.0,1.0,1.0,576,600,684,240
1106,273,10,1.0,1.0,0.0,336,372,0,168
1108,274,5,1.0,0.0,1.0,0,0,210,240
1109,274,6,1.0,1.0,1.0,336,336,372,168
1110,274,8,1.0,1.0,0.0,408,414,0,72
1111,274,10,1.0,1.0,1.0,168,168,210,168
1113,275,2,1.0,1.0,0.0,168,168,0,120
1114,275,3,1.0,0.0,0.0,504,0,0,96
1115,275,5,1.0,1.0,1.0,408,450,420,240
1116,275,9,1.0,1.0,1.0,0,6,6,120
1117,275,10,1.0,1.0,1.0,576,624,648,168
1119,276,1,2.0,2.0,0.0,0,42,0,168
1120,276,8,1.0,1.0,0.0,504,504,0,72
1122,277,1,1.0,1.0,0.0,408,426,0,168
1123,277,2,2.0,2.0,0.0,336,378,0,120
1124,277,4,1.0,1.0,1.0,0,150,72,168
1125,277,5,1.0,0.0,0.0,504,0,0,240
1126,277,10,1.0,0.0,0.0,168,0,0,168
1128,278,4,2.0,2.0,2.0,168,174,174,168
1129,278,5,1.0,1.0,1.0,0,18,150,240
1130,278,7,1.0,1.0,1.0,576,576,630,240
1131,278,10,1.0,1.0,1.0,504,522,522,168
1133,279,1,1.0,1.0,1.0,576,612,660,168
1134,279,4,2.0,0.0,1.0,336,0,396,168
1135,279,5,1.0,1.0,0.0,0,60,0,240
1136,279,6,1.0,1.0,1.0,504,516,660,168
1137,279,7,1.0,1.0,1.0,168,186,210,240
1139,280,1,1.0,1.0,0.0,576,600,0,168
1140,280,2,1.0,1.0,0.0,504,510,0,120
1141,280,4,2.0,0.0,0.0,0,0,0,168
1142,280,5,1.0,0.0,1.0,408,0,426,240
1143,280,10,1.0,0.0,1.0,336,0,426,168
1145,281,2,1.0,1.0,0.0,168,168,0,120
1146,281,3,1.0,1.0,0.0,0,24,0,96
1147,281,4,2.0,2.0,2.0,408,426,426,168
1148,281,9,1.0,1.0,1.0,504,516,510,120
1150,282,1,1.0,1.0,1.0,504,570,534,168
1151,282,5,2.0,0.0,1.0,336,0,534,240
1152,282,8,1.0,1.0,0.0,0,234,0,72
1154,283,7,1.0,1.0,1.0,0,6,42,240
1155,283,8,2.0,2.0,0.0,336,348,0,72
1156,283,9,1.0,1.0,1.0,504,504,504,120
1158,284,2,1.0,0.0,1.0,504,0,504,120
1159,284,5,2.0,0.0,2.0,0,0,198,240
1160,284,6,1.0,1.0,1.0,408,474,474,168
1161,284,10,1.0,1.0,1.0,576,648,576,168
1163,285,1,1.0,1.0,0.0,576,588,0,168
1164,285,5,1.0,1.0,1.0,336,348,390,240
1165,285,6,1.0,1.0,1.0,168,168,228,168
1167,286,3,1.0,1.0,0.0,168,186,0,96
1168,286,4,1.0,0.0,0.0,0,0,0,168
1169,286,5,1.0,1.0,1.0,408,474,576,240
1170,286,6,1.0,1.0,0.0,336,354,0,168
1171,286,7,1.0,1.0,1.0,504,510,576,240
1172,286,9,1.0,1.0,1.0,576,600,576,120
1174,287,3,1.0,0.0,0.0,336,0,0,96
1175,287,7,2.0,2.0,1.0,0,0,6,240
1176,287,10,2.0,0.0,1.0,168,0,204,168
1178,288,1,1.0,0.0,1.0,336,0,402,168
1179,288,3,1.0,1.0,0.0,504,546,0,96
1180,288,6,2.0,1.0,1.0,168,168,222,168
1182,289,1,1.0,1.0,0.0,576,594,0,168
1183,289,6,2.0,2.0,1.0,0,12,540,168
1184,289,7,1.0,1.0,1.0,408,414,498,240
1185,289,9,1.0,1.0,1.0,336,336,384,120
1187,290,1,1.0,1.0,1.0,336,354,366,168
1188,290,3,2.0,2.0,0.0,0,78,0,96
1189,290,6,1.0,1.0,1.0,576,588,606,168
1190,290,7,1.0,1.0,1.0,168,174,222,240
1192,291,1,2.0,2.0,2.0,504,510,504,168
1193,291,2,1.0,1.0,1.0,408,408,504,120
1194,291,3,1.0,1.0,0.0,168,186,0,96
1195,291,7,1.0,1.0,1.0,336,336,342,240
1197,292,2,1.0,1.0,1.0,504,504,516,120
1198,292,5,1.0,0.0,0.0,408,0,0,240
1199,292,7,1.0,1.0,1.0,0,6,216,240
1200,292,10,1.0,1.0,1.0,168,174,216,168
1202,293,4,2.0,1.0,2.0,408,534,474,168
1203,293,5,1.0,0.0,0.0,576,0,0,240
1204,293,7,1.0,1.0,1.0,0,6,72,240
1205,293,8,1.0,1.0,0.0,168,240,0,72
1207,295,1,1.0,1.0,1.0,576,588,588,168
1208,295,4,1.0,1.0,1.0,336,342,468,168
1209,295,8,1.0,1.0,0.0,504,558,0,72
1211,296,2,1.0,1.0,0.0,0,0,0,120
1212,296,4,1.0,0.0,1.0,168,0,186,168
1213,296,5,1.0,0.0,0.0,504,0,0,240
1214,296,10,1.0,1.0,1.0,336,366,390,168
1216,297,5,1.0,1.0,1.0,336,372,438,240
1217,297,8,2.0,2.0,0.0,0,42,0,72
1218,297,10,1.0,1.0,1.0,576,582,612,168
1219,298,2,1.0,1.0,0.0,576,588,0,120
1220,298,5,2.0,2.0,0.0,0,156,0,240
1221,298,10,2.0,2.0,0.0,168,210,0,168
1223,299,1,1.0,1.0,1.0,0,0,0,168
1224,299,4,1.0,1.0,1.0,576,588,636,168
1225,299,5,1.0,0.0,0.0,504,0,0,240
1227,300,1,2.0,2.0,2.0,0,42,144,168
1228,300,3,1.0,0.0,0.0,168,0,0,96
1229,300,5,2.0,1.0,2.0,408,594,438,240
1230,300,6,1.0,1.0,1.0,336,366,372,168
1232,302,1,1.0,1.0,1.0,168,264,222,168
1233,302,6,1.0,1.0,1.0,0,6,114,168
1234,302,8,1.0,0.0,0.0,504,0,0,72
1235,302,9,1.0,1.0,1.0,576,576,594,120
1237,303,4,1.0,0.0,0.0,168,0,0,168
1238,303,5,1.0,0.0,0.0,576,0,0,240
1239,303,8,2.0,2.0,0.0,0,36,0,72
1241,304,4,1.0,1.0,1.0,504,528,528,168
1242,304,5,1.0,0.0,1.0,408,0,528,240
1243,304,7,1.0,1.0,1.0,336,342,342,240
1245,305,1,1.0,1.0,1.0,0,36,42,168
1246,305,2,1.0,1.0,0.0,168,270,0,120
1247,305,3,1.0,1.0,0.0,336,348,0,96
1248,305,6,1.0,1.0,1.0,504,522,606,168
1249,305,7,1.0,1.0,1.0,576,576,606,240
1251,306,2,1.0,1.0,1.0,336,360,336,120
1252,306,4,1.0,1.0,1.0,168,210,174,168
1253,306,10,1.0,0.0,0.0,576,0,0,168
1255,307,1,1.0,1.0,0.0,0,12,0,168
1256,307,4,1.0,1.0,0.0,408,660,0,168
1257,307,10,1.0,0.0,0.0,168,0,0,168
1259,308,5,1.0,0.0,0.0,408,0,0,240
1260,308,7,1.0,1.0,1.0,0,30,72,240
1261,308,8,1.0,1.0,0.0,336,342,0,72
1262,308,10,2.0,0.0,0.0,168,0,0,168
1264,309,4,2.0,2.0,2.0,0,96,156,168
1265,309,5,2.0,1.0,2.0,168,174,270,240
1266,309,8,1.0,1.0,0.0,576,624,0,72
1268,311,2,1.0,1.0,1.0,504,504,528,120
1269,311,3,1.0,1.0,0.0,576,582,0,96
1270,311,5,1.0,1.0,1.0,408,498,528,240
1271,311,9,1.0,1.0,1.0,336,348,390,120
1273,312,6,1.0,1.0,1.0,168,174,210,168
1274,312,8,4.0,4.0,0.0,0,42,0,72
1275,312,9,1.0,1.0,1.0,504,510,534,120
1277,314,3,1.0,0.0,0.0,0,0,0,96
1278,314,5,1.0,0.0,1.0,504,0,504,240
1279,314,6,1.0,1.0,1.0,336,336,384,168
1280,314,10,1.0,0.0,0.0,168,0,0,168
1282,315,1,1.0,1.0,1.0,0,0,12,168
1283,315,6,1.0,1.0,0.0,504,504,0,168
1284,315,7,1.0,1.0,1.0,336,342,492,240
1286,316,2,1.0,1.0,1.0,0,0,0,120
1287,316,8,1.0,1.0,0.0,408,438,0,72
1288,316,10,1.0,1.0,0.0,336,396,0,168
1290,317,6,2.0,2.0,2.0,504,516,540,168
1291,317,9,3.0,3.0,3.0,0,24,66,120
1292,318,1,1.0,1.0,0.0,408,414,0,168
1293,318,6,1.0,1.0,0.0,576,630,0,168
1294,318,7,1.0,1.0,0.0,168,192,0,240
1295,318,10,1.0,1.0,0.0,336,372,0,168
1297,319,1,1.0,1.0,1.0,336,336,354,168
1298,319,9,1.0,1.0,0.0,576,576,0,120
1299,319,10,1.0,1.0,1.0,0,6,12,168
1301,320,2,1.0,1.0,0.0,576,654,0,120
1302,320,5,1.0,0.0,0.0,408,0,0,240
1303,320,8,1.0,1.0,0.0,168,180,0,72
1304,321,2,1.0,1.0,0.0,0,6,0,120
1305,321,6,1.0,1.0,0.0,336,354,0,168
1306,321,8,2.0,1.0,0.0,168,192,0,72
1307,321,9,1.0,1.0,0.0,504,510,0,120
1309,322,4,1.0,0.0,1.0,0,0,108,168
1310,322,9,2.0,1.0,1.0,408,540,564,120
1312,324,1,1.0,0.0,0.0,408,0,0,168
1313,324,3,1.0,0.0,0.0,576,0,0,96
1314,324,7,2.0,2.0,2.0,168,174,186,240
1315,324,8,1.0,1.0,0.0,336,336,0,72
1317,325,2,1.0,1.0,0.0,0,30,0,120
1318,325,3,2.0,0.0,0.0,168,0,0,96
1319,325,5,1.0,0.0,0.0,408,0,0,240
1320,325,6,2.0,2.0,1.0,336,342,444,168
1322,326,1,1.0,1.0,0.0,504,570,0,168
1323,326,2,1.0,1.0,0.0,408,480,0,120
1324,326,5,2.0,0.0,0.0,168,0,0,240
1325,326,9,2.0,2.0,1.0,0,24,30,120
1327,327,2,2.0,2.0,0.0,336,342,0,120
1328,327,5,1.0,0.0,0.0,0,0,0,240
1329,327,7,1.0,1.0,1.0,408,414,522,240
1330,327,8,1.0,1.0,0.0,504,516,0,72
1331,327,9,1.0,1.0,0.0,168,174,0,120
1333,328,5,1.0,0.0,1.0,504,0,666,240
1334,328,7,1.0,1.0,1.0,576,576,666,240
1335,328,8,1.0,1.0,0.0,336,336,0,72
